,track_uri,artist_uri,genres
664,3Z2gsW9I3oz3fYNSCqprOV,4owATw6JCMuUxeWdh3eiyg,"['lo-fi chill', 'sad lo-fi']"
665,1AWXiUQjoQfcmqaBEtaOoL,7t0rwkOPGlDPEhaOcVtOt9,"['irish rock', 'pop rock', 'rock']"
666,2TENPSXQkWNgEFxmi4PRWE,5BHFSMEjfLVx1JwRWjAOsE,['k-pop']
667,20P63hWk0IbeVeJzJIponI,0Sadg1vgvaPqGTOjxu0N6c,"['k-pop', 'k-pop girl group']"
668,6CdUgvL597jWmW4w8P5kHs,3qNVuliS40BLgXGxhdBdqu,['k-pop']
669,3aU6rlTH4Py7VEHCzSfccg,7mFGOWJEkdlJBCXcJ5EWi9,"['korean pop', 'korean r&b']"
670,3nw9J97nUugT84SIJdjhAV,7bXgB6jMjp9ATFy66eO08Z,"['r&b', 'rap']"
671,41zXlQxzTi6cGAjpOXyLYH,6qqNVTkY8uBg9cP3Jd7DAH,"['art pop', 'electropop', 'pop']"
672,6tqzOYuE3lrNVPDgtF3MjM,46CitWgnWrvF9t70C2p1Me,['shimmer pop']
673,6tCssnvTUREcperDOUTqvA,2KC9Qb60EaY0kW4eH68vr3,"['k-pop', 'k-pop girl group']"
674,44tTqUi3xi7E28QLzHVdUA,0ghlgldX5Dd6720Q3qFyQB,"['k-pop', 'k-pop boy group']"
675,3mhnKSz9NzYuCR67gXIVEJ,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
676,1OBK4DltPHWoeilauCyckU,11p2E654TTU8e0nZWBR4AL,['singer-songwriter pop']
677,0cJTjTH3XVTTJh8F4Uq1db,4o0mCeiUIVdknPUMhpO0bd,"['hindi indie', 'indian indie']"
678,3SrSjUKxAJ6Cq1vpe1mqCZ,4xnihxcoXWK3UqryOSnbw5,['alt z']
679,3VSYkAf6f46i5ZkXOHORq1,1QAJqy2dA3ihHBFIHRphZj,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']"
680,2pyLeLeLqb1BnSv34vPlrX,2hcsKca6hCfFMwwdbFvenJ,"['k-pop', 'k-pop boy group']"
681,0STK94RxUulYqWzwFlyAb5,6S2OmqARrzebs0tKUEyXyp,"['pop', 'post-teen pop']"
682,5x5JM1BSB6vollcIzDocqT,5YGY8feqx7naU7z4HrwZM6,['pop']
683,4SqWKzw0CbA05TGszDgMlc,027TpXKGwdXP7iwbjUSpV8,"['chicago indie', 'pov: indie']"
684,5cAokEuetqzaLMxhtQl4h2,25uiPmTg16RbhZWAqwLBy5,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']"
685,3AzjcOeAmA57TIOr9zF1ZW,6M2wZ9GZgrQXHCFfjv46we,"['dance pop', 'pop', 'uk pop']"
686,1KXNWNBTmdKB97kdo6vI4i,1z4g3DjTBBZKhvAroFlhOM,"['k-pop', 'k-pop girl group']"
687,7BWvtYsoM6KzgsXXVpYPqA,1qOPo6b0U3t7BpyO8Ti1MF,['korean r&b']
688,3hm4axDodp2jFEDohQfXxV,1sjw4xq2pAWy5Vdgba5QAt,['k-pop']
689,7slfeXbuzr9RYXX6XS6Npi,4GNC7GD6oZMSxPGyXy4MNB,"['pop', 'uk pop']"
690,2EJbMzocEZ6VHnZKQ8pt8H,2AfmfGFbe0A0WsTYm0SDTx,"['k-pop', 'k-pop girl group']"
691,2SHsNfrHj4iDOVJuDwclPd,4o7tWrzQOqarDtTMWD2HV9,"['chinese electropop', 'chinese idol pop', 'k-pop']"
692,2fvObZjCzCF57MKmn1ePPO,0ecbvwhuhiEAWOLHlRXpqD,['glam metal']
693,74ofPe4D7s8ajM7A7haPYE,0jzaoSt5gOC04OWBqN78VS,"['bubblegrunge', 'louisville indie', 'small room']"
694,2beBdwV1Y5PtWxDk1GgAZ6,1EevBGfUh3RSQSGpluxgBm,"['american folk revival', 'folk', 'folk rock', 'singer-songwriter']"
695,68RI4I6SKm57SxjG06OYvN,15S89CUJtshT2P7WIa2M5l,['irish indie']
696,7rV8dlbAAj4pLdrfmgb4Jb,6n1pH8SgKcxx6dILhKqYFb,[]
697,1afEbbD4hZvdA5orDq1sPj,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
698,7eCpXVlWnTVEE8twb3P8m5,0HJsX1aTdgG1VDIRDiseSJ,['alt z']
699,33E2h4fKrOiHlN3b5JHjmq,6nAVJkZZ55jorZmO5bpezv,"['filmi', 'modern bollywood']"
700,1wtOxkiel43cVs0Yux5Q4h,06HL4z0CvFAxyc27GXpf02,['pop']
701,7iPlcFvOMOzt6v0QvcAueZ,3mIj9lX2MWuHmhNCA7LSCW,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie', 'rock']"
702,0Ebot4LzRKFpNmlW0gkqe6,2hcsKca6hCfFMwwdbFvenJ,"['k-pop', 'k-pop boy group']"
703,57ITlzpnOMkSE6oHGbvTqi,1uAT5bTSp6dWbNmixIUP5t,['k-pop']
704,0LRTAhiw2wXDjrqhbwM277,6V6tXjpP0VKzflWV1OvgwS,[]
705,1SJ4D06KVt9JygZ68vyjkj,1Gt39QnTBTndeyiJ5SO04q,['background music']
